Prompt 1,Prompt 2,Prompt 3,Prompt 4,Prompt 5,doc_name,sent_idx,text,mention pair,label
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'Jackson', 'start_token_id': 41, 'end_token_id': 41}
 {'mention': 'California Highway Patrol', 'start_token_id': 46, 'end_token_id': 48}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'Jackson', 'start_token_id': 41, 'end_token_id': 41}
 {'mention': 'early Tuesday morning', 'start_token_id': 49, 'end_token_id': 51}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'Jackson', 'start_token_id': 41, 'end_token_id': 41}
 {'mention': 'tests', 'start_token_id': 55, 'end_token_id': 55}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'California Highway Patrol', 'start_token_id': 46, 'end_token_id': 48}
 {'mention': 'early Tuesday morning', 'start_token_id': 49, 'end_token_id': 51}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'California Highway Patrol', 'start_token_id': 46, 'end_token_id': 48}
 {'mention': 'tests', 'start_token_id': 55, 'end_token_id': 55}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_10ecb.xml,[2 3], 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests.  CHP Officer Brad Baehr said Jackson was on probation for a previous DUI arrest. ,"[{'mention': 'early Tuesday morning', 'start_token_id': 49, 'end_token_id': 51}
 {'mention': 'tests', 'start_token_id': 55, 'end_token_id': 55}]",0.0
Prompt 1,Prompt 2,Prompt 3,Prompt 4,Prompt 5,doc_name,sent_idx,text,mention pair,label
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[0 1],http://www.duianswer.com/blog/san-diego-chargers-defensive-tackle-faces-dui-charges. cfm  San Diego Chargers Defensive Tackle Faces DUI Charges ,"[{'mention': 'San Diego Chargers', 'start_token_id': 4, 'end_token_id': 6}
 {'mention': 'Defensive Tackle', 'start_token_id': 7, 'end_token_id': 8}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'San Diego Chargers', 'start_token_id': 4, 'end_token_id': 6}
 {'mention': 'Defensive Tackle', 'start_token_id': 7, 'end_token_id': 8}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'San Diego Chargers', 'start_token_id': 4, 'end_token_id': 6}
 {'mention': 'Jamal Williams', 'start_token_id': 13, 'end_token_id': 14}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'San Diego Chargers', 'start_token_id': 4, 'end_token_id': 6}
 {'mention': 'defensive tackle', 'start_token_id': 17, 'end_token_id': 18}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'San Diego Chargers', 'start_token_id': 4, 'end_token_id': 6}
 {'mention': 'San Diego Chargers', 'start_token_id': 21, 'end_token_id': 23}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'San Diego Chargers', 'start_token_id': 4, 'end_token_id': 6}
 {'mention': 'early morning on Sunday , February 1 , 2009', 'start_token_id': 31, 'end_token_id': 39}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'Defensive Tackle', 'start_token_id': 7, 'end_token_id': 8}
 {'mention': 'Jamal Williams', 'start_token_id': 13, 'end_token_id': 14}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'Defensive Tackle', 'start_token_id': 7, 'end_token_id': 8}
 {'mention': 'defensive tackle', 'start_token_id': 17, 'end_token_id': 18}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'Defensive Tackle', 'start_token_id': 7, 'end_token_id': 8}
 {'mention': 'San Diego Chargers', 'start_token_id': 21, 'end_token_id': 23}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'Defensive Tackle', 'start_token_id': 7, 'end_token_id': 8}
 {'mention': 'early morning on Sunday , February 1 , 2009', 'start_token_id': 31, 'end_token_id': 39}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'Jamal Williams', 'start_token_id': 13, 'end_token_id': 14}
 {'mention': 'defensive tackle', 'start_token_id': 17, 'end_token_id': 18}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'Jamal Williams', 'start_token_id': 13, 'end_token_id': 14}
 {'mention': 'San Diego Chargers', 'start_token_id': 21, 'end_token_id': 23}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'Jamal Williams', 'start_token_id': 13, 'end_token_id': 14}
 {'mention': 'early morning on Sunday , February 1 , 2009', 'start_token_id': 31, 'end_token_id': 39}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'defensive tackle', 'start_token_id': 17, 'end_token_id': 18}
 {'mention': 'San Diego Chargers', 'start_token_id': 21, 'end_token_id': 23}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'defensive tackle', 'start_token_id': 17, 'end_token_id': 18}
 {'mention': 'early morning on Sunday , February 1 , 2009', 'start_token_id': 31, 'end_token_id': 39}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[1 2]," San Diego Chargers Defensive Tackle Faces DUI Charges  Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ","[{'mention': 'San Diego Chargers', 'start_token_id': 21, 'end_token_id': 23}
 {'mention': 'early morning on Sunday , February 1 , 2009', 'start_token_id': 31, 'end_token_id': 39}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[2 3]," Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009.  He is the second Chargers ’ player within the last month to be arrested for DUI. ","[{'mention': 'Jamal Williams', 'start_token_id': 13, 'end_token_id': 14}
 {'mention': 'defensive tackle', 'start_token_id': 17, 'end_token_id': 18}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[2 3]," Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009.  He is the second Chargers ’ player within the last month to be arrested for DUI. ","[{'mention': 'Jamal Williams', 'start_token_id': 13, 'end_token_id': 14}
 {'mention': 'San Diego Chargers', 'start_token_id': 21, 'end_token_id': 23}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[2 3]," Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009.  He is the second Chargers ’ player within the last month to be arrested for DUI. ","[{'mention': 'Jamal Williams', 'start_token_id': 13, 'end_token_id': 14}
 {'mention': 'early morning on Sunday , February 1 , 2009', 'start_token_id': 31, 'end_token_id': 39}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[2 3]," Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009.  He is the second Chargers ’ player within the last month to be arrested for DUI. ","[{'mention': 'Jamal Williams', 'start_token_id': 13, 'end_token_id': 14}
 {'mention': 'He', 'start_token_id': 42, 'end_token_id': 42}]",1.0
"(0, 5)","(0, 5)","(5, 5)","(5, 5)","(0, 5)",35_11ecbplus.xml,[2 3]," Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009.  He is the second Chargers ’ player within the last month to be arrested for DUI. ","[{'mention': 'Jamal Williams', 'start_token_id': 13, 'end_token_id': 14}
 {'mention': 'second', 'start_token_id': 45, 'end_token_id': 45}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[2 3]," Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009.  He is the second Chargers ’ player within the last month to be arrested for DUI. ","[{'mention': 'Jamal Williams', 'start_token_id': 13, 'end_token_id': 14}
 {'mention': 'Chargers', 'start_token_id': 46, 'end_token_id': 46}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[2 3]," Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009.  He is the second Chargers ’ player within the last month to be arrested for DUI. ","[{'mention': 'Jamal Williams', 'start_token_id': 13, 'end_token_id': 14}
 {'mention': 'player', 'start_token_id': 48, 'end_token_id': 48}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[2 3]," Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009.  He is the second Chargers ’ player within the last month to be arrested for DUI. ","[{'mention': 'Jamal Williams', 'start_token_id': 13, 'end_token_id': 14}
 {'mention': 'within the last month', 'start_token_id': 49, 'end_token_id': 52}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[2 3]," Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009.  He is the second Chargers ’ player within the last month to be arrested for DUI. ","[{'mention': 'defensive tackle', 'start_token_id': 17, 'end_token_id': 18}
 {'mention': 'San Diego Chargers', 'start_token_id': 21, 'end_token_id': 23}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[2 3]," Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009.  He is the second Chargers ’ player within the last month to be arrested for DUI. ","[{'mention': 'defensive tackle', 'start_token_id': 17, 'end_token_id': 18}
 {'mention': 'early morning on Sunday , February 1 , 2009', 'start_token_id': 31, 'end_token_id': 39}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[2 3]," Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009.  He is the second Chargers ’ player within the last month to be arrested for DUI. ","[{'mention': 'defensive tackle', 'start_token_id': 17, 'end_token_id': 18}
 {'mention': 'He', 'start_token_id': 42, 'end_token_id': 42}]",1.0
"(0, 5)","(0, 5)","(5, 5)","(5, 5)","(0, 5)",35_11ecbplus.xml,[2 3]," Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009.  He is the second Chargers ’ player within the last month to be arrested for DUI. ","[{'mention': 'defensive tackle', 'start_token_id': 17, 'end_token_id': 18}
 {'mention': 'second', 'start_token_id': 45, 'end_token_id': 45}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_11ecbplus.xml,[2 3]," Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009.  He is the second Chargers ’ player within the last month to be arrested for DUI. ","[{'mention': 'defensive tackle', 'start_token_id': 17, 'end_token_id': 18}
 {'mention': 'Chargers', 'start_token_id': 46, 'end_token_id': 46}]",0.0
